pId	weight.kDa.	length	trypticCount	pI
IPI00875032	IPI00875032	237.43714472	2229	88	4.62744140625
IPI00875035	IPI00875035	25.69488259	237	14	7.38623046875
IPI00875039	IPI00875039	67.23784305	604	27	8.48486328125
IPI00875042	IPI00875042	97.66926682	874	49	10.53564453125
IPI00875043	IPI00875043	57.78563377	498	25	8.26513671875
IPI00875045	IPI00875045	3.24081574	31	3	6.41748046875
IPI00875046	IPI00875046	41.43450673	374	16	4.61474609375
IPI00875048	IPI00875048	12.31510889	110	6	6.35400390625
IPI00875049	IPI00875049	58.9467116	534	26	7.98681640625
IPI00875051	IPI00875051	107.05728553	984	53	5.23681640625
IPI00875053	IPI00875053	51.07252907	437	20	8.42626953125
IPI00875054	IPI00875054	32.0105963	271	15	5.03369140625
IPI00875055	IPI00875055	14.41683709	126	6	11.06298828125
IPI00875056	IPI00875056	26.56482822	232	14	9.52490234375
IPI00875057	IPI00875057	57.57379623	507	30	4.61474609375
IPI00875058	IPI00875058	21.45106827	189	10	6.97607421875
IPI00875061	IPI00875061	61.5912151	551	24	5.98583984375
IPI00875062	IPI00875062	34.60379375	311	10	7.94287109375
IPI00875065	IPI00875065	18.85236633	172	12	10.16943359375
IPI00875066	IPI00875066	2.45623229	22	1	10.37451171875
IPI00875068	IPI00875068	41.85069584	362	17	9.84716796875
IPI00875069	IPI00875069	68.58998218	583	31	8.39697265625
IPI00875070	IPI00875070	17.69881134	158	9	6.40478515625
IPI00875071	IPI00875071	124.4850475	1134	56	6.49365234375
IPI00875078	IPI00875078	117.22326697	1088	59	7.50341796875
IPI00875080	IPI00875080	17.85817734	159	10	10.12548828125
IPI00875082	IPI00875082	23.15087416	203	14	6.26513671875
IPI00875084	IPI00875084	79.65349152	694	33	9.53955078125
IPI00875087	IPI00875087	18.46493269	160	7	10.91650390625
IPI00875088	IPI00875088	12.1617897	104	8	7.85498046875
IPI00875090	IPI00875090	71.62352942	641	40	9.10009765625
IPI00875091	IPI00875091	45.73639194	409	19	6.88818359375
IPI00875094	IPI00875094	66.89409833	611	27	8.26513671875
IPI00875095	IPI00875095	4.70829122	37	1	10.56494140625
IPI00875096	IPI00875096	27.24787087	286	19	9.61279296875
IPI00875098	IPI00875098	35.2480896	318	17	4.60205078125
IPI00875100	IPI00875100	127.82951574	1155	53	6.45556640625
IPI00875101	IPI00875101	74.22836833	669	33	9.05615234375
IPI00875102	IPI00875102	72.00394534	682	34	5.57958984375
IPI00875103	IPI00875103	4.2414524	34	0	10.59423828125
IPI00875105	IPI00875105	99.22006032	870	38	6.53662109375
IPI00875113	IPI00875113	18.33510407	184	6	11.50244140625
IPI00875117	IPI00875117	62.11058263	572	35	6.71240234375
IPI00875118	IPI00875118	25.5554661	222	13	4.70361328125
IPI00875120	IPI00875120	10.92447989	104	4	4.60205078125
IPI00875121	IPI00875121	68.20419033	630	27	4.19580078125
IPI00875126	IPI00875126	25.06865299	231	12	3.78955078125
IPI00875127	IPI00875127	73.39086565	644	48	9.36376953125
IPI00875130	IPI00875130	36.33546085	322	18	7.19580078125
IPI00875132	IPI00875132	73.15080928	638	35	5.18603515625
IPI00875133	IPI00875133	35.97469076	309	18	7.66455078125
IPI00875134	IPI00875134	25.72732385	227	14	7.44482421875
IPI00875136	IPI00875136	179.70173617	1597	96	5.99853515625
IPI00875137	IPI00875137	28.96571072	250	9	8.11865234375
IPI00875139	IPI00875139	30.53524291	263	19	4.94482421875
IPI00875142	IPI00875142	35.78596011	301	11	4.66552734375
IPI00875143	IPI00875143	262.16953274	2326	133	5.05908203125
IPI00875147	IPI00875147	131.59774449	1202	62	6.29052734375
IPI00875149	IPI00875149	28.07462352	233	15	4.50048828125
IPI00875150	IPI00875150	43.08442268	371	14	7.19580078125
IPI00875151	IPI00875151	4.28310579	41	3	9.75927734375
IPI00875152	IPI00875152	128.69238937	1127	62	4.83056640625
IPI00875155	IPI00875155	39.06665573	368	17	5.66845703125
IPI00875157	IPI00875157	4.82356347	43	2	3.87841796875
IPI00875158	IPI00875158	14.76809587	136	7	6.71240234375
IPI00875159	IPI00875159	239.96652276	2139	101	6.45556640625
IPI00875161	IPI00875161	13.59968433	124	4	5.41455078125
IPI00875163	IPI00875163	37.56792787	332	21	5.75732421875
IPI00875164	IPI00875164	104.44746449	924	53	5.63037109375
IPI00875165	IPI00875165	24.65681708	219	11	4.86865234375
IPI00875167	IPI00875167	75.97860607	698	35	4.34814453125
IPI00875169	IPI00875169	98.65720254	882	49	8.23583984375
IPI00875171	IPI00875171	25.29509719	236	11	10.15478515625
IPI00875173	IPI00875173	13.51478353	121	6	6.97607421875
IPI00875176	IPI00875176	17.8380482	165	9	10.63818359375
IPI00875177	IPI00875177	31.46755697	292	20	10.40380859375
IPI00875179	IPI00875179	43.2505767	390	23	10.53564453125
IPI00875182	IPI00875182	106.33565646	942	50	7.98681640625
IPI00875188	IPI00875188	17.88352419	163	8	4.23388671875
IPI00875195	IPI00875195	58.29418546	500	32	8.52880859375
IPI00875197	IPI00875197	22.39914801	203	14	8.01611328125
IPI00875198	IPI00875198	75.82683754	658	38	7.69384765625
IPI00875199	IPI00875199	25.69925265	225	9	7.16650390625
IPI00875201	IPI00875201	46.77324905	436	21	7.13720703125
IPI00875204	IPI00875204	35.44469181	331	16	10.56494140625
IPI00875205	IPI00875205	17.64112734	150	9	8.83642578125
IPI00875206	IPI00875206	78.4143163	681	30	5.18603515625
IPI00875215	IPI00875215	16.96280383	153	10	9.12939453125
IPI00875219	IPI00875219	33.94063878	313	12	4.71630859375
IPI00875221	IPI00875221	32.92782957	287	15	7.44482421875
IPI00875223	IPI00875223	3.36074111	28	1	10.37451171875
IPI00875225	IPI00875225	33.90344932	305	12	6.02392578125
IPI00875230	IPI00875230	59.34589697	535	24	9.11474609375
IPI00875237	IPI00875237	22.32637542	211	9	7.35693359375
IPI00875238	IPI00875238	13.86847524	121	7	9.84716796875
IPI00875245	IPI00875245	3.06150155	28	1	7.72314453125
IPI00875247	IPI00875247	34.35803975	302	10	9.74462890625
IPI00875249	IPI00875249	36.22919083	310	16	4.76708984375
IPI00875251	IPI00875251	6.61733481	63	6	8.48486328125
IPI00875252	IPI00875252	80.30079361	736	47	8.32373046875
IPI00875254	IPI00875254	17.99161816	167	12	4.97021484375
IPI00875256	IPI00875256	83.34947646	760	40	7.44482421875
IPI00875257	IPI00875257	18.65259869	160	9	9.84716796875
IPI00875258	IPI00875258	66.05263797	578	27	9.80322265625
IPI00875262	IPI00875262	39.79258137	370	13	8.00146484375
IPI00875264	IPI00875264	54.5019348	505	22	10.11083984375
IPI00875266	IPI00875266	17.75604418	150	10	9.36376953125
IPI00875268	IPI00875268	2.37019708	20	1	6.21435546875
IPI00875269	IPI00875269	96.32465733	834	50	4.93212890625
IPI00875270	IPI00875270	18.25632485	160	9	9.07080078125
IPI00875276	IPI00875276	34.32435183	308	14	8.26513671875
IPI00875278	IPI00875278	28.14996044	248	11	6.53662109375
IPI00875279	IPI00875279	52.58011599	489	21	9.48095703125
IPI00875283	IPI00875283	86.89038295	791	40	6.20166015625
IPI00875284	IPI00875284	43.31228423	373	24	8.07470703125
IPI00875286	IPI00875286	72.81476395	643	36	5.85888671875
IPI00875289	IPI00875289	22.64386893	205	11	4.94482421875
IPI00875290	IPI00875290	66.90105911	604	36	7.84033203125
IPI00875291	IPI00875291	1.27561448	11	1	5.78271484375
IPI00875293	IPI00875293	32.87126343	291	14	6.10009765625
IPI00875294	IPI00875294	34.72770828	308	10	6.84423828125
IPI00875296	IPI00875296	36.59160337	315	19	5.92236328125
IPI00875301	IPI00875301	74.04031698	658	31	5.90966796875
IPI00875302	IPI00875302	56.34107293	492	25	9.94970703125
IPI00875303	IPI00875303	41.6562903	376	19	4.66552734375
IPI00875304	IPI00875304	46.28936049	416	19	9.90576171875
IPI00875309	IPI00875309	52.34339664	471	28	10.37451171875
IPI00875310	IPI00875310	99.60136418	893	53	6.81494140625
IPI00875312	IPI00875312	90.85824239	797	41	6.40478515625
IPI00875317	IPI00875317	2.029027	20	1	4.25927734375
IPI00875318	IPI00875318	157.89345346	1458	43	4.95751953125
IPI00875320	IPI00875320	127.81032016	1140	59	9.52490234375
IPI00875325	IPI00875325	98.04545223	889	49	7.19580078125
IPI00875327	IPI00875327	15.5319873	141	7	11.13623046875
IPI00875328	IPI00875328	29.24251935	257	14	8.17724609375
IPI00875330	IPI00875330	27.2092339	245	15	11.23876953125
IPI00875332	IPI00875332	35.97274165	334	11	4.24658203125
IPI00875333	IPI00875333	119.17883072	1075	63	7.44482421875
IPI00875339	IPI00875339	47.31308347	420	22	7.22509765625
IPI00875340	IPI00875340	58.00672818	553	25	5.85888671875
IPI00875341	IPI00875341	7.86902603	68	5	10.52099609375
IPI00875344	IPI00875344	34.01238121	305	12	10.11083984375
IPI00875349	IPI00875349	7.06168708	62	5	5.54150390625
IPI00875350	IPI00875350	122.61223559	1130	62	8.01611328125
IPI00875351	IPI00875351	21.94128334	190	9	10.24267578125
IPI00875352	IPI00875352	26.43459582	243	14	6.53662109375
IPI00875353	IPI00875353	12.91913631	123	5	4.03076171875
IPI00875356	IPI00875356	17.59424571	156	8	8.76318359375
IPI00875358	IPI00875358	67.82135557	597	33	5.57958984375
IPI00875359	IPI00875359	4.43417224	40	3	8.01611328125
IPI00875360	IPI00875360	42.97320213	382	15	8.68994140625
IPI00875363	IPI00875363	170.4521392	1572	83	7.45947265625
IPI00875368	IPI00875368	54.41408335	487	23	7.66455078125
IPI00875370	IPI00875370	52.79370827	462	41	8.45556640625
IPI00875372	IPI00875372	28.78813222	265	14	9.70068359375
IPI00875374	IPI00875374	35.32725422	315	11	8.57275390625
IPI00875376	IPI00875376	24.62268714	213	15	9.49560546875
IPI00875377	IPI00875377	88.73371215	769	51	5.32568359375
IPI00875381	IPI00875381	34.55909822	306	10	8.89501953125
IPI00875382	IPI00875382	34.75405363	306	11	8.04541015625
IPI00875383	IPI00875383	2.37919591	19	1	4.13232421875
IPI00875385	IPI00875385	81.26262665	723	36	4.52587890625
IPI00875386	IPI00875386	36.72511727	323	15	10.12548828125
IPI00875388	IPI00875388	30.86192169	283	13	10.08154296875
IPI00875389	IPI00875389	35.15667342	312	14	8.19189453125
IPI00875390	IPI00875390	26.69127112	239	15	8.17724609375
IPI00875394	IPI00875394	27.23886565	235	14	9.12939453125
IPI00875395	IPI00875395	98.08891315	870	48	6.77099609375
IPI00875398	IPI00875398	9.14121459	84	3	4.08154296875
IPI00875402	IPI00875402	75.67152102	680	31	7.63525390625
IPI00875404	IPI00875404	80.64313086	731	33	7.40087890625
IPI00875406	IPI00875406	37.08255238	329	19	6.62451171875
IPI00875407	IPI00875407	44.76058653	410	13	7.53271484375
IPI00875408	IPI00875408	28.54219456	263	13	4.91943359375
IPI00875412	IPI00875412	15.96889838	138	7	10.85791015625
IPI00875413	IPI00875413	17.97607351	162	10	8.66064453125
IPI00875414	IPI00875414	3.45773085	30	0	8.20654296875
IPI00875419	IPI00875419	62.1276675	573	25	6.12548828125
IPI00875420	IPI00875420	48.41822557	439	26	5.92236328125
IPI00875421	IPI00875421	74.99810904	685	26	7.22509765625
IPI00875424	IPI00875424	192.08929212	1681	103	5.55419921875
IPI00875425	IPI00875425	5.01377066	46	3	10.94580078125
IPI00875428	IPI00875428	35.4829723	318	17	5.07177734375
IPI00875432	IPI00875432	49.40503381	456	18	8.64599609375
IPI00875433	IPI00875433	24.3079448	209	11	9.70068359375
IPI00875434	IPI00875434	87.10127371	784	40	6.94677734375
IPI00875436	IPI00875436	163.4378962	1509	86	6.23974609375
IPI00875439	IPI00875439	19.4047464	162	11	7.98681640625
IPI00875440	IPI00875440	84.22586323	774	26	6.99072265625
IPI00875441	IPI00875441	33.71019246	298	14	9.14404296875
IPI00875442	IPI00875442	27.54267314	242	13	6.35400390625
IPI00875447	IPI00875447	64.18761646	546	48	8.52880859375
IPI00875448	IPI00875448	16.2269657	150	6	4.76708984375
IPI00875452	IPI00875452	21.65223865	190	9	8.07470703125
IPI00875454	IPI00875454	134.76062645	1207	62	5.14794921875
IPI00875456	IPI00875456	99.06270155	868	43	5.00830078125
IPI00875458	IPI00875458	221.66751081	1984	81	5.85888671875
IPI00875460	IPI00875460	88.993888	801	45	7.57666015625
IPI00875461	IPI00875461	52.72723517	491	25	4.76708984375
IPI00875463	IPI00875463	26.63105552	232	7	9.34912109375
IPI00875467	IPI00875467	226.59706829	2005	117	7.26904296875
IPI00875468	IPI00875468	34.78431807	308	14	8.35302734375
IPI00875469	IPI00875469	45.25108022	411	22	7.57666015625
IPI00875470	IPI00875470	48.28014361	418	26	6.99072265625
IPI00875471	IPI00875471	11.43135694	96	5	6.87353515625
IPI00875472	IPI00875472	15.48440641	153	5	6.07470703125
IPI00875473	IPI00875473	5.5219095	53	3	11.92724609375
IPI00875475	IPI00875475	17.4694211	159	7	9.23193359375
IPI00875477	IPI00875477	16.92051293	151	6	4.99560546875
IPI00875479	IPI00875479	59.15345262	528	29	6.21435546875
IPI00875480	IPI00875480	265.28655699	2441	103	8.22119140625
IPI00875482	IPI00875482	182.22832462	1677	87	7.44482421875
IPI00875484	IPI00875484	54.05616868	492	31	6.21435546875
IPI00875485	IPI00875485	114.5340937	1036	53	5.80810546875
IPI00875486	IPI00875486	130.56594332	1214	78	9.87646484375
IPI00875488	IPI00875488	86.9043986	791	40	6.20166015625
IPI00875495	IPI00875495	24.31355235	212	10	8.64599609375
IPI00875498	IPI00875498	7.4306021	64	2	4.42431640625
IPI00875499	IPI00875499	18.14324969	158	11	10.79931640625
IPI00875500	IPI00875500	31.40571172	275	16	4.52587890625
IPI00875501	IPI00875501	4.53915877	38	3	9.27587890625
IPI00875503	IPI00875503	12.23521369	107	5	7.28369140625
IPI00875506	IPI00875506	14.39377133	134	7	4.72900390625
IPI00875511	IPI00875511	38.09558696	342	17	8.26513671875
IPI00875513	IPI00875513	101.25422204	896	49	7.43017578125
IPI00875517	IPI00875517	29.85655342	261	13	8.54345703125
IPI00875520	IPI00875520	196.96531742	1768	92	6.44287109375
IPI00875524	IPI00875524	22.27821569	201	8	6.35400390625
IPI00875525	IPI00875525	35.0290273	311	12	5.93505859375
IPI00875526	IPI00875526	101.74009367	889	55	6.81494140625
IPI00875527	IPI00875527	27.7254261	238	22	9.74462890625
IPI00875530	IPI00875530	25.18588046	217	12	9.52490234375
IPI00875534	IPI00875534	20.54666135	183	9	4.52587890625
IPI00875535	IPI00875535	56.23478643	483	25	5.90966796875
IPI00875536	IPI00875536	161.2096313	1429	84	5.21142578125
IPI00875537	IPI00875537	66.26293272	573	34	6.59521484375
IPI00875538	IPI00875538	46.76030239	408	20	8.54345703125
IPI00875539	IPI00875539	22.6602318	213	9	7.19580078125
IPI00875542	IPI00875542	3.32457256	26	1	9.37841796875
IPI00875543	IPI00875543	119.14914782	1052	60	6.20166015625
IPI00875544	IPI00875544	38.67316235	350	14	4.53857421875
IPI00875549	IPI00875549	34.73822387	312	10	7.19580078125
IPI00875550	IPI00875550	140.72756149	1288	63	4.66552734375
IPI00875551	IPI00875551	38.06830409	344	15	5.92236328125
IPI00875552	IPI00875552	38.86284362	354	15	4.33544921875
IPI00875553	IPI00875553	168.03074707	1531	83	7.48876953125
IPI00875555	IPI00875555	37.07564704	330	16	5.22412109375
IPI00875556	IPI00875556	30.26748654	269	14	10.79931640625
IPI00875558	IPI00875558	64.19752035	591	28	8.95361328125
IPI00875561	IPI00875561	46.75625409	417	20	6.45556640625
IPI00875566	IPI00875566	31.58880754	271	15	10.55029296875
IPI00875567	IPI00875567	280.30748883	2639	148	5.59228515625
IPI00875572	IPI00875572	104.50757403	938	58	7.76708984375
IPI00875577	IPI00875577	28.09310775	249	14	7.66455078125
IPI00875578	IPI00875578	4.07005869	38	3	6.07470703125
IPI00875579	IPI00875579	66.92079653	580	38	5.88427734375
IPI00875581	IPI00875581	60.81602811	530	27	7.63525390625
IPI00875583	IPI00875583	52.27390339	455	22	8.23583984375
IPI00875584	IPI00875584	16.6329329	151	9	11.04833984375
IPI00875585	IPI00875585	30.16716679	256	13	5.35107421875
IPI00875586	IPI00875586	44.96763127	402	25	6.71240234375
IPI00875598	IPI00875598	31.16409708	279	12	9.48095703125
IPI00875601	IPI00875601	24.27826685	204	15	9.84716796875
IPI00875604	IPI00875604	94.96888107	867	38	4.39892578125
IPI00875605	IPI00875605	64.51479829	566	33	4.75439453125
IPI00875607	IPI00875607	35.50763375	314	14	10.06689453125
IPI00875608	IPI00875608	162.48427414	1446	83	4.94482421875
IPI00875609	IPI00875609	62.81771181	567	30	8.77783203125
IPI00875610	IPI00875610	41.47450251	373	22	6.32861328125
IPI00875611	IPI00875611	19.69653371	168	10	4.19580078125
IPI00875612	IPI00875612	32.70714196	312	18	11.82470703125
IPI00875614	IPI00875614	67.53130505	586	37	7.81103515625
IPI00875615	IPI00875615	37.39704516	335	14	5.99853515625
IPI00875617	IPI00875617	13.43650715	114	6	7.82568359375
IPI00875618	IPI00875618	6.77487683	61	4	10.91650390625
IPI00875619	IPI00875619	77.04347815	692	43	6.27783203125
IPI00875620	IPI00875620	70.75712985	626	34	8.23583984375
IPI00875621	IPI00875621	115.57607358	1032	59	6.37939453125
IPI00875623	IPI00875623	25.68978314	218	16	6.62451171875
IPI00875624	IPI00875624	135.26976346	1227	58	6.07470703125
IPI00875625	IPI00875625	25.24897858	225	12	10.09619140625
IPI00875626	IPI00875626	38.11132738	336	18	6.66845703125
IPI00875628	IPI00875628	43.49825599	384	25	5.08447265625
IPI00875633	IPI00875633	21.03259724	188	9	10.52099609375
IPI00875635	IPI00875635	190.18885097	1693	87	5.55419921875
IPI00875637	IPI00875637	27.83329391	263	14	5.09716796875
IPI00875638	IPI00875638	78.66067606	709	47	6.87353515625
IPI00875640	IPI00875640	61.61506414	549	23	6.53662109375
IPI00875644	IPI00875644	45.25940513	416	21	5.40185546875
IPI00875647	IPI00875647	27.21143883	258	8	6.48095703125
IPI00875648	IPI00875648	27.93239389	249	16	6.97607421875
IPI00875649	IPI00875649	21.91277787	188	13	4.71630859375
IPI00875652	IPI00875652	19.42681954	171	10	5.69384765625
IPI00875653	IPI00875653	270.33381225	2433	113	6.03662109375
IPI00875655	IPI00875655	26.75958335	242	11	5.78271484375
IPI00875656	IPI00875656	7.67678368	64	4	7.40087890625
IPI00875658	IPI00875658	27.25740812	235	15	9.33447265625
IPI00875659	IPI00875659	48.96748017	439	22	8.51416015625
IPI00875660	IPI00875660	28.1172234	246	14	10.34521484375
IPI00875663	IPI00875663	59.75528295	518	28	5.36376953125
IPI00875664	IPI00875664	12.15066013	107	5	9.99365234375
IPI00875666	IPI00875666	82.20297436	699	34	6.74169921875
IPI00875668	IPI00875668	106.16075179	991	48	4.81787109375
IPI00875669	IPI00875669	162.16321992	1471	74	6.11279296875
IPI00875670	IPI00875670	6.1981092	56	3	4.36083984375
IPI00875672	IPI00875672	366.64874179	3354	146	4.24658203125
IPI00875673	IPI00875673	222.5266546	1952	107	5.69384765625
IPI00875675	IPI00875675	24.63543845	221	16	5.05908203125
IPI00875682	IPI00875682	51.81776953	466	20	6.25244140625
IPI00875683	IPI00875683	21.41121287	190	13	5.08447265625
IPI00875686	IPI00875686	40.38910375	358	22	7.09326171875
IPI00875689	IPI00875689	2.27425257	20	2	9.33447265625
IPI00875692	IPI00875692	130.7130174	1170	61	4.97021484375
IPI00875694	IPI00875694	11.96893319	107	5	4.57666015625
IPI00875695	IPI00875695	172.53571452	1542	85	6.31591796875
IPI00875696	IPI00875696	109.13313284	952	56	4.71630859375
IPI00875700	IPI00875700	81.05511388	743	37	7.06396484375
IPI00875703	IPI00875703	34.15402451	303	14	5.99853515625
IPI00875704	IPI00875704	28.2033849	249	14	6.52197265625
IPI00875708	IPI00875708	46.46869849	447	22	8.32373046875
IPI00875712	IPI00875712	92.00492974	811	46	6.40478515625
IPI00875713	IPI00875713	33.36137989	291	20	9.30517578125
IPI00875714	IPI00875714	120.12487077	1081	55	4.24658203125
IPI00875717	IPI00875717	55.82098623	484	24	5.68115234375
IPI00875724	IPI00875724	75.93500143	687	42	10.43310546875
IPI00875725	IPI00875725	76.50169088	705	39	8.23583984375
IPI00875727	IPI00875727	181.55153459	1601	92	5.54150390625
IPI00875728	IPI00875728	74.42257592	688	34	8.70458984375
IPI00875730	IPI00875730	104.76057935	1013	49	10.21337890625
IPI00875732	IPI00875732	41.70139778	376	23	6.31591796875
IPI00875739	IPI00875739	26.48981734	232	14	9.37841796875
IPI00875741	IPI00875741	88.92463612	818	41	5.65576171875
IPI00875743	IPI00875743	95.02538164	840	50	9.46630859375
IPI00875744	IPI00875744	30.36998774	262	17	6.26513671875
IPI00875745	IPI00875745	29.63821004	255	18	8.10400390625
IPI00875747	IPI00875747	34.35693574	305	12	9.05615234375
IPI00875748	IPI00875748	35.75966274	300	12	9.26123046875
IPI00875751	IPI00875751	34.24666297	304	18	5.70654296875
IPI00875753	IPI00875753	25.41659603	232	10	6.30322265625
IPI00875755	IPI00875755	56.49480717	518	26	6.20166015625
IPI00875756	IPI00875756	11.15986485	105	5	4.51318359375
IPI00875760	IPI00875760	24.48167795	218	13	5.93505859375
IPI00875762	IPI00875762	32.7785478	299	11	8.41162109375
IPI00875766	IPI00875766	65.36395379	586	29	9.05615234375
IPI00875767	IPI00875767	56.38902673	498	28	7.19580078125
IPI00875768	IPI00875768	40.20135634	358	14	7.48876953125
IPI00875772	IPI00875772	19.30763667	192	6	12.11767578125
IPI00875773	IPI00875773	25.4820814	235	6	4.81787109375
IPI00875777	IPI00875777	56.04347604	494	32	5.47802734375
IPI00875779	IPI00875779	50.13844147	454	28	5.98583984375
IPI00875783	IPI00875783	40.36930737	358	18	8.03076171875
IPI00875785	IPI00875785	116.15479306	1061	51	5.13525390625
IPI00875787	IPI00875787	51.53840917	448	26	4.56396484375
IPI00875789	IPI00875789	181.3824906	1614	73	7.88427734375
IPI00875791	IPI00875791	149.3625161	1380	75	6.40478515625
IPI00875793	IPI00875793	57.72953478	498	26	8.19189453125
IPI00875795	IPI00875795	33.34678089	310	12	6.55126953125
IPI00875797	IPI00875797	19.55120461	173	7	8.67529296875
IPI00875798	IPI00875798	189.4676329	1690	91	5.98583984375
IPI00875801	IPI00875801	180.06957043	1678	94	5.74462890625
IPI00875805	IPI00875805	22.15817503	205	11	8.17724609375
IPI00875808	IPI00875808	91.63462987	825	46	6.31591796875
IPI00875809	IPI00875809	3.24579207	27	1	5.93505859375
IPI00875812	IPI00875812	10.60937741	95	4	7.53271484375
IPI00875813	IPI00875813	84.22886179	770	39	4.81787109375
IPI00875814	IPI00875814	17.6539826	177	5	7.88427734375
IPI00875815	IPI00875815	174.34775838	1520	92	5.85888671875
IPI00875816	IPI00875816	31.20250924	264	16	9.81787109375
IPI00875817	IPI00875817	16.94832374	143	10	5.49072265625
IPI00875819	IPI00875819	26.50681152	232	14	9.52490234375
IPI00875821	IPI00875821	209.3438314	1875	99	6.58056640625
IPI00875825	IPI00875825	124.79943574	1128	59	4.81787109375
IPI00875826	IPI00875826	4.74133346	40	3	8.25048828125
IPI00875833	IPI00875833	105.64448541	977	56	6.60986328125
IPI00875835	IPI00875835	3.43581323	25	0	10.22802734375
IPI00875838	IPI00875838	10.72167744	97	4	12.49853515625
IPI00875844	IPI00875844	34.5111149	312	9	7.94287109375
IPI00875845	IPI00875845	9.1471858	87	2	3.39599609375
IPI00875846	IPI00875846	120.22440312	1074	55	6.68310546875
IPI00875847	IPI00875847	6.443164	59	4	8.17724609375
IPI00875848	IPI00875848	108.3503813	987	51	8.88037109375
IPI00875849	IPI00875849	92.91418214	832	44	6.56591796875
IPI00875851	IPI00875851	127.80703122	1169	62	4.94482421875
IPI00875852	IPI00875852	68.40175499	655	21	9.80322265625
IPI00875853	IPI00875853	2.5543369	22	1	5.78271484375
IPI00875854	IPI00875854	17.53064468	151	10	4.53857421875
IPI00875856	IPI00875856	16.79017965	142	7	4.42431640625
IPI00875857	IPI00875857	18.3789601	164	7	4.77978515625
IPI00875858	IPI00875858	60.57670172	530	23	8.99755859375
IPI00875861	IPI00875861	28.22846214	247	16	7.06396484375
IPI00875862	IPI00875862	47.95239691	428	31	5.27490234375
IPI00875863	IPI00875863	53.84246783	482	22	5.79541015625
IPI00875868	IPI00875868	89.22539494	793	44	9.77392578125
IPI00875870	IPI00875870	128.26648171	1128	52	4.71630859375
IPI00875871	IPI00875871	32.07435281	281	14	6.74169921875
IPI00875872	IPI00875872	67.33598855	610	32	6.65380859375
IPI00875873	IPI00875873	63.62108054	560	29	6.55126953125
IPI00875875	IPI00875875	177.85781015	1590	76	4.99560546875
IPI00875878	IPI00875878	166.14738547	1497	76	5.70654296875
IPI00875881	IPI00875881	23.88408545	201	15	9.24658203125
IPI00875882	IPI00875882	2.01011008	17	1	9.46630859375
IPI00875883	IPI00875883	124.00420351	1085	62	6.44287109375
IPI00875884	IPI00875884	53.08420986	464	22	8.23583984375
IPI00875886	IPI00875886	31.46430013	266	14	7.73779296875
IPI00875892	IPI00875892	132.58729649	1161	65	7.12255859375
IPI00875893	IPI00875893	27.42324584	238	22	9.77392578125
IPI00875894	IPI00875894	126.66932409	1165	50	9.17333984375
IPI00875895	IPI00875895	38.45920344	361	14	5.05908203125
IPI00875896	IPI00875896	42.74556351	386	19	4.99560546875
IPI00875898	IPI00875898	163.53131129	1485	68	5.70654296875
IPI00875899	IPI00875899	6.49817455	57	3	5.43994140625
IPI00875900	IPI00875900	62.58205277	557	28	10.16943359375
IPI00875902	IPI00875902	59.26336538	545	21	4.70361328125
IPI00875905	IPI00875905	30.44125319	264	15	5.73193359375
IPI00875907	IPI00875907	36.45392339	308	17	8.83642578125
IPI00875911	IPI00875911	39.47751617	353	22	6.45556640625
IPI00875913	IPI00875913	10.89845394	93	7	5.14794921875
IPI00875914	IPI00875914	12.89247728	120	8	7.82568359375
IPI00875915	IPI00875915	51.53453139	465	22	8.39697265625
IPI00875916	IPI00875916	34.52508107	318	20	12.87939453125
IPI00875917	IPI00875917	97.40894452	852	41	7.54736328125
IPI00875919	IPI00875919	34.99558705	314	10	6.34130859375
IPI00875920	IPI00875920	34.28706473	308	10	9.48095703125
IPI00875921	IPI00875921	12.46548397	116	4	5.70654296875
IPI00875922	IPI00875922	3.03558199	24	1	3.78955078125
IPI00875924	IPI00875924	52.1557944	473	23	6.85888671875
IPI00875926	IPI00875926	255.16773361	2323	120	6.50732421875
IPI00875928	IPI00875928	42.40656103	379	15	4.61474609375
IPI00875929	IPI00875929	16.19669685	145	10	11.04833984375
IPI00875930	IPI00875930	68.62303772	626	29	6.44287109375
IPI00875931	IPI00875931	135.10524677	1210	66	6.22705078125
IPI00875933	IPI00875933	159.81795175	1406	88	6.08740234375
IPI00875935	IPI00875935	59.86722546	526	29	7.28369140625
IPI00875937	IPI00875937	12.70664579	110	6	7.28369140625
IPI00875938	IPI00875938	191.32232866	1762	92	6.81494140625
IPI00875939	IPI00875939	5.067604	45	2	7.91357421875
IPI00875940	IPI00875940	27.15874676	243	14	9.64208984375
IPI00875941	IPI00875941	192.25414691	1732	95	6.45556640625
IPI00875942	IPI00875942	62.86529129	564	26	8.06005859375
IPI00875945	IPI00875945	120.40040411	1066	55	6.11279296875
IPI00875949	IPI00875949	13.96306858	125	7	5.24951171875
IPI00875950	IPI00875950	18.9502071	176	5	7.28369140625
IPI00875952	IPI00875952	3.99020402	33	1	10.97509765625
IPI00875955	IPI00875955	69.1890324	634	27	9.08544921875
IPI00875956	IPI00875956	24.67129652	213	13	8.10400390625
IPI00875958	IPI00875958	38.37767208	345	16	7.18115234375
IPI00875961	IPI00875961	28.05790114	245	15	4.41162109375
IPI00875963	IPI00875963	19.52397603	174	10	7.13720703125
